MSN,StateCode,Year,Amount,State,CO2 Emissions (Mmt),TotalNumberofInvestments,TotalAmountofAssistance
EMFDB,IN,2015,143711,Indiana,187.2335142,68,2525723
ENPRP,IN,2015,25175,Indiana,187.2335142,68,2525723
GETCB,IN,2015,4647,Indiana,187.2335142,68,2525723
HYTCB,IN,2015,3553,Indiana,187.2335142,68,2525723
NCPRB,IN,2015,51990,Indiana,187.2335142,68,2525723
NGMPB,IN,2015,7446,Indiana,187.2335142,68,2525723
NGMPK,IN,2015,1.027,Indiana,187.2335142,68,2525723
NGMPP,IN,2015,7250,Indiana,187.2335142,68,2525723
NUETB,IN,2015,0,Indiana,187.2335142,68,2525723
PAPRB,IN,2015,12686,Indiana,187.2335142,68,2525723
PAPRP,IN,2015,2219,Indiana,187.2335142,68,2525723
REPRB,IN,2015,242141,Indiana,187.2335142,68,2525723
SOTCB,IN,2015,1714,Indiana,187.2335142,68,2525723
TEPRB,IN,2015,1038766,Indiana,187.2335142,68,2525723
TETCB,IN,2015,2826490,Indiana,187.2335142,68,2525723
WDEXB,IN,2015,0,Indiana,187.2335142,68,2525723
WDPRB,IN,2015,18061,Indiana,187.2335142,68,2525723
WDTCB,IN,2015,18061,Indiana,187.2335142,68,2525723
WSTCB,IN,2015,16538,Indiana,187.2335142,68,2525723
WWPRB,IN,2015,34599,Indiana,187.2335142,68,2525723
WYTCB,IN,2015,42077,Indiana,187.2335142,68,2525723
BDFDB,KS,2015,288,Kansas,64.51256023,120,2548830
BDPRP,KS,2015,53,Kansas,64.51256023,120,2548830
BFFDB,KS,2015,66484,Kansas,64.51256023,120,2548830
BFPRP,KS,2015,11649,Kansas,64.51256023,120,2548830
CLPRB,KS,2015,4387,Kansas,64.51256023,120,2548830
CLPRK,KS,2015,22.026,Kansas,64.51256023,120,2548830
CLPRP,KS,2015,199,Kansas,64.51256023,120,2548830
COPRK,KS,2015,5.717,Kansas,64.51256023,120,2548830
EMFDB,KS,2015,66196,Kansas,64.51256023,120,2548830
ENPRP,KS,2015,11596,Kansas,64.51256023,120,2548830
GETCB,KS,2015,974,Kansas,64.51256023,120,2548830
HYTCB,KS,2015,177,Kansas,64.51256023,120,2548830
NCPRB,KS,2015,103733,Kansas,64.51256023,120,2548830
NGMPB,KS,2015,318548,Kansas,64.51256023,120,2548830
NGMPK,KS,2015,1.121,Kansas,64.51256023,120,2548830
NGMPP,KS,2015,284184,Kansas,64.51256023,120,2548830
NUETB,KS,2015,90254,Kansas,64.51256023,120,2548830
PAPRB,KS,2015,260015,Kansas,64.51256023,120,2548830
PAPRP,KS,2015,45481,Kansas,64.51256023,120,2548830
REPRB,KS,2015,177374,Kansas,64.51256023,120,2548830
SOTCB,KS,2015,87,Kansas,64.51256023,120,2548830
TEPRB,KS,2015,850580,Kansas,64.51256023,120,2548830
TETCB,KS,2015,1101677,Kansas,64.51256023,120,2548830
WDEXB,KS,2015,0,Kansas,64.51256023,120,2548830
WDPRB,KS,2015,4487,Kansas,64.51256023,120,2548830
WDTCB,KS,2015,4487,Kansas,64.51256023,120,2548830
WSTCB,KS,2015,2671,Kansas,64.51256023,120,2548830
WWPRB,KS,2015,7158,Kansas,64.51256023,120,2548830
WYTCB,KS,2015,102495,Kansas,64.51256023,120,2548830
BDFDB,KY,2015,4524,Kentucky,131.3429697,129,315635700
BDPRP,KY,2015,833,Kentucky,131.3429697,129,315635700
BFFDB,KY,2015,8246,Kentucky,131.3429697,129,315635700
BFPRP,KY,2015,1485,Kentucky,131.3429697,129,315635700
CLPRB,KY,2015,1486019,Kentucky,131.3429697,129,315635700
CLPRK,KY,2015,24.189,Kentucky,131.3429697,129,315635700
CLPRP,KY,2015,61434,Kentucky,131.3429697,129,315635700
COPRK,KY,2015,5.717,Kentucky,131.3429697,129,315635700
EMFDB,KY,2015,3723,Kentucky,131.3429697,129,315635700
ENPRP,KY,2015,652,Kentucky,131.3429697,129,315635700
GETCB,KY,2015,2712,Kentucky,131.3429697,129,315635700
HYTCB,KY,2015,31717,Kentucky,131.3429697,129,315635700
NCPRB,KY,2015,34627,Kentucky,131.3429697,129,315635700
NGMPB,KY,2015,108080,Kentucky,131.3429697,129,315635700
NGMPK,KY,2015,1.127,Kentucky,131.3429697,129,315635700
NGMPP,KY,2015,95907,Kentucky,131.3429697,129,315635700
NUETB,KY,2015,0,Kentucky,131.3429697,129,315635700
PAPRB,KY,2015,16362,Kentucky,131.3429697,129,315635700
PAPRP,KY,2015,2862,Kentucky,131.3429697,129,315635700
REPRB,KY,2015,75319,Kentucky,131.3429697,129,315635700
SOTCB,KY,2015,198,Kentucky,131.3429697,129,315635700
TEPRB,KY,2015,1685780,Kentucky,131.3429697,129,315635700
TETCB,KY,2015,1730308,Kentucky,131.3429697,129,315635700
WDEXB,KY,2015,0,Kentucky,131.3429697,129,315635700
WDPRB,KY,2015,30971,Kentucky,131.3429697,129,315635700
WDTCB,KY,2015,30971,Kentucky,131.3429697,129,315635700
WSTCB,KY,2015,1475,Kentucky,131.3429697,129,315635700
WWPRB,KY,2015,32445,Kentucky,131.3429697,129,315635700
WYTCB,KY,2015,0,Kentucky,131.3429697,129,315635700
BDFDB,LA,2015,0,Louisiana,185.5592561,61,2312261
BDPRP,LA,2015,0,Louisiana,185.5592561,61,2312261
BFFDB,LA,2015,0,Louisiana,185.5592561,61,2312261
BFPRP,LA,2015,0,Louisiana,185.5592561,61,2312261
CLPRB,LA,2015,46879,Louisiana,185.5592561,61,2312261
CLPRK,LA,2015,13.633,Louisiana,185.5592561,61,2312261
CLPRP,LA,2015,3439,Louisiana,185.5592561,61,2312261
COPRK,LA,2015,5.717,Louisiana,185.5592561,61,2312261
EMFDB,LA,2015,0,Louisiana,185.5592561,61,2312261
ENPRP,LA,2015,0,Louisiana,185.5592561,61,2312261
GETCB,LA,2015,1842,Louisiana,185.5592561,61,2312261
HYTCB,LA,2015,9310,Louisiana,185.5592561,61,2312261
NCPRB,LA,2015,12672,Louisiana,185.5592561,61,2312261
NGMPB,LA,2015,1916410,Louisiana,185.5592561,61,2312261
NGMPK,LA,2015,1.062,Louisiana,185.5592561,61,2312261
NGMPP,LA,2015,1805197,Louisiana,185.5592561,61,2312261
NUETB,LA,2015,160015,Louisiana,185.5592561,61,2312261
PAPRB,LA,2015,364396,Louisiana,185.5592561,61,2312261
PAPRP,LA,2015,63739,Louisiana,185.5592561,61,2312261
REPRB,LA,2015,132249,Louisiana,185.5592561,61,2312261
SOTCB,LA,2015,1521,Louisiana,185.5592561,61,2312261
TEPRB,LA,2015,2619950,Louisiana,185.5592561,61,2312261
TETCB,LA,2015,3911919,Louisiana,185.5592561,61,2312261
WDEXB,LA,2015,0,Louisiana,185.5592561,61,2312261
WDPRB,LA,2015,106587,Louisiana,185.5592561,61,2312261
WDTCB,LA,2015,106587,Louisiana,185.5592561,61,2312261
WSTCB,LA,2015,12990,Louisiana,185.5592561,61,2312261
WWPRB,LA,2015,119577,Louisiana,185.5592561,61,2312261
WYTCB,LA,2015,0,Louisiana,185.5592561,61,2312261
BDFDB,MA,2015,36,Massachusetts,66.74652168,34,4240538
BDPRP,MA,2015,7,Massachusetts,66.74652168,34,4240538
BFFDB,MA,2015,36,Massachusetts,66.74652168,34,4240538
BFPRP,MA,2015,7,Massachusetts,66.74652168,34,4240538
CLPRB,MA,2015,0,Massachusetts,66.74652168,34,4240538
CLPRK,MA,2015,0,Massachusetts,66.74652168,34,4240538
CLPRP,MA,2015,0,Massachusetts,66.74652168,34,4240538
COPRK,MA,2015,0,Massachusetts,66.74652168,34,4240538
EMFDB,MA,2015,0,Massachusetts,66.74652168,34,4240538
ENPRP,MA,2015,0,Massachusetts,66.74652168,34,4240538
GETCB,MA,2015,859,Massachusetts,66.74652168,34,4240538
HYTCB,MA,2015,7709,Massachusetts,66.74652168,34,4240538
NCPRB,MA,2015,23103,Massachusetts,66.74652168,34,4240538
NGMPB,MA,2015,0,Massachusetts,66.74652168,34,4240538
NGMPK,MA,2015,0,Massachusetts,66.74652168,34,4240538
NGMPP,MA,2015,0,Massachusetts,66.74652168,34,4240538
NUETB,MA,2015,52236,Massachusetts,66.74652168,34,4240538
PAPRB,MA,2015,0,Massachusetts,66.74652168,34,4240538
PAPRP,MA,2015,0,Massachusetts,66.74652168,34,4240538
REPRB,MA,2015,62787,Massachusetts,66.74652168,34,4240538
SOTCB,MA,2015,12535,Massachusetts,66.74652168,34,4240538
TEPRB,MA,2015,115022,Massachusetts,66.74652168,34,4240538
TETCB,MA,2015,1468270,Massachusetts,66.74652168,34,4240538
WDEXB,MA,2015,0,Massachusetts,66.74652168,34,4240538
WDPRB,MA,2015,20876,Massachusetts,66.74652168,34,4240538
WDTCB,MA,2015,20876,Massachusetts,66.74652168,34,4240538
WSTCB,MA,2015,18772,Massachusetts,66.74652168,34,4240538
WWPRB,MA,2015,39648,Massachusetts,66.74652168,34,4240538
WYTCB,MA,2015,2000,Massachusetts,66.74652168,34,4240538
BDFDB,MD,2015,0,Maryland,62.28032684,100,1890491
BDPRP,MD,2015,0,Maryland,62.28032684,100,1890491
BFFDB,MD,2015,0,Maryland,62.28032684,100,1890491
BFPRP,MD,2015,0,Maryland,62.28032684,100,1890491
CLPRB,MD,2015,45587,Maryland,62.28032684,100,1890491
CLPRK,MD,2015,23.72,Maryland,62.28032684,100,1890491
CLPRP,MD,2015,1922,Maryland,62.28032684,100,1890491
COPRK,MD,2015,0,Maryland,62.28032684,100,1890491
EMFDB,MD,2015,0,Maryland,62.28032684,100,1890491
ENPRP,MD,2015,0,Maryland,62.28032684,100,1890491
GETCB,MD,2015,570,Maryland,62.28032684,100,1890491
HYTCB,MD,2015,15127,Maryland,62.28032684,100,1890491
NCPRB,MD,2015,24122,Maryland,62.28032684,100,1890491
NGMPB,MD,2015,40,Maryland,62.28032684,100,1890491
NGMPK,MD,2015,1.055,Maryland,62.28032684,100,1890491
NGMPP,MD,2015,38,Maryland,62.28032684,100,1890491
NUETB,MD,2015,153140,Maryland,62.28032684,100,1890491
PAPRB,MD,2015,0,Maryland,62.28032684,100,1890491
PAPRP,MD,2015,0,Maryland,62.28032684,100,1890491
REPRB,MD,2015,47614,Maryland,62.28032684,100,1890491
SOTCB,MD,2015,4375,Maryland,62.28032684,100,1890491
TEPRB,MD,2015,246381,Maryland,62.28032684,100,1890491
TETCB,MD,2015,1424201,Maryland,62.28032684,100,1890491
WDEXB,MD,2015,0,Maryland,62.28032684,100,1890491
WDPRB,MD,2015,14425,Maryland,62.28032684,100,1890491
WDTCB,MD,2015,14425,Maryland,62.28032684,100,1890491
WSTCB,MD,2015,9067,Maryland,62.28032684,100,1890491
WWPRB,MD,2015,23492,Maryland,62.28032684,100,1890491
WYTCB,MD,2015,4050,Maryland,62.28032684,100,1890491
BDFDB,ME,2015,43,Maine,16.67908857,74,2818563
BDPRP,ME,2015,8,Maine,16.67908857,74,2818563
BFFDB,ME,2015,43,Maine,16.67908857,74,2818563
BFPRP,ME,2015,8,Maine,16.67908857,74,2818563
CLPRB,ME,2015,0,Maine,16.67908857,74,2818563
CLPRK,ME,2015,0,Maine,16.67908857,74,2818563
CLPRP,ME,2015,0,Maine,16.67908857,74,2818563
COPRK,ME,2015,0,Maine,16.67908857,74,2818563
EMFDB,ME,2015,0,Maine,16.67908857,74,2818563
ENPRP,ME,2015,0,Maine,16.67908857,74,2818563
GETCB,ME,2015,72,Maine,16.67908857,74,2818563
HYTCB,ME,2015,31317,Maine,16.67908857,74,2818563
NCPRB,ME,2015,43787,Maine,16.67908857,74,2818563
NGMPB,ME,2015,0,Maine,16.67908857,74,2818563
NGMPK,ME,2015,0,Maine,16.67908857,74,2818563
NGMPP,ME,2015,0,Maine,16.67908857,74,2818563
NUETB,ME,2015,0,Maine,16.67908857,74,2818563
PAPRB,ME,2015,0,Maine,16.67908857,74,2818563
PAPRP,ME,2015,0,Maine,16.67908857,74,2818563
REPRB,ME,2015,161418,Maine,16.67908857,74,2818563
SOTCB,ME,2015,323,Maine,16.67908857,74,2818563
TEPRB,ME,2015,161418,Maine,16.67908857,74,2818563
TETCB,ME,2015,424754,Maine,16.67908857,74,2818563
WDEXB,ME,2015,0,Maine,16.67908857,74,2818563
WDPRB,ME,2015,113815,Maine,16.67908857,74,2818563
WDTCB,ME,2015,113815,Maine,16.67908857,74,2818563
WSTCB,ME,2015,3773,Maine,16.67908857,74,2818563
WWPRB,ME,2015,117588,Maine,16.67908857,74,2818563
WYTCB,ME,2015,12075,Maine,16.67908857,74,2818563
BDFDB,MI,2015,712,Michigan,164.4556231,76,3049845
BDPRP,MI,2015,131,Michigan,164.4556231,76,3049845
BFFDB,MI,2015,39033,Michigan,164.4556231,76,3049845
BFPRP,MI,2015,6844,Michigan,164.4556231,76,3049845
CLPRB,MI,2015,0,Michigan,164.4556231,76,3049845
CLPRK,MI,2015,0,Michigan,164.4556231,76,3049845
CLPRP,MI,2015,0,Michigan,164.4556231,76,3049845
COPRK,MI,2015,5.717,Michigan,164.4556231,76,3049845
EMFDB,MI,2015,38321,Michigan,164.4556231,76,3049845
ENPRP,MI,2015,6713,Michigan,164.4556231,76,3049845
GETCB,MI,2015,5193,Michigan,164.4556231,76,3049845
HYTCB,MI,2015,13971,Michigan,164.4556231,76,3049845
NCPRB,MI,2015,64720,Michigan,164.4556231,76,3049845
NGMPB,MI,2015,114061,Michigan,164.4556231,76,3049845
NGMPK,MI,2015,1.059,Michigan,164.4556231,76,3049845
NGMPP,MI,2015,107664,Michigan,164.4556231,76,3049845
NUETB,MI,2015,306773,Michigan,164.4556231,76,3049845
PAPRB,MI,2015,37504,Michigan,164.4556231,76,3049845
PAPRP,MI,2015,6560,Michigan,164.4556231,76,3049845
REPRB,MI,2015,223234,Michigan,164.4556231,76,3049845
SOTCB,MI,2015,853,Michigan,164.4556231,76,3049845
TEPRB,MI,2015,681571,Michigan,164.4556231,76,3049845
TETCB,MI,2015,2826679,Michigan,164.4556231,76,3049845
WDEXB,MI,2015,0,Michigan,164.4556231,76,3049845
WDPRB,MI,2015,98215,Michigan,164.4556231,76,3049845
WDTCB,MI,2015,98215,Michigan,164.4556231,76,3049845
WSTCB,MI,2015,21266,Michigan,164.4556231,76,3049845
WWPRB,MI,2015,119481,Michigan,164.4556231,76,3049845
WYTCB,MI,2015,44702,Michigan,164.4556231,76,3049845
BDFDB,MN,2015,7761,Minnesota,89.33099915,119,3292766
BDPRP,MN,2015,1429,Minnesota,89.33099915,119,3292766
BFFDB,MN,2015,165989,Minnesota,89.33099915,119,3292766
BFPRP,MN,2015,29147,Minnesota,89.33099915,119,3292766
CLPRB,MN,2015,0,Minnesota,89.33099915,119,3292766
CLPRK,MN,2015,0,Minnesota,89.33099915,119,3292766
CLPRP,MN,2015,0,Minnesota,89.33099915,119,3292766
COPRK,MN,2015,0,Minnesota,89.33099915,119,3292766
EMFDB,MN,2015,158228,Minnesota,89.33099915,119,3292766
ENPRP,MN,2015,27718,Minnesota,89.33099915,119,3292766
GETCB,MN,2015,1075,Minnesota,89.33099915,119,3292766
HYTCB,MN,2015,7912,Minnesota,89.33099915,119,3292766
NCPRB,MN,2015,100589,Minnesota,89.33099915,119,3292766
NGMPB,MN,2015,0,Minnesota,89.33099915,119,3292766
NGMPK,MN,2015,0,Minnesota,89.33099915,119,3292766
NGMPP,MN,2015,0,Minnesota,89.33099915,119,3292766
NUETB,MN,2015,125900,Minnesota,89.33099915,119,3292766
PAPRB,MN,2015,0,Minnesota,89.33099915,119,3292766
PAPRP,MN,2015,0,Minnesota,89.33099915,119,3292766
REPRB,MN,2015,345949,Minnesota,89.33099915,119,3292766
SOTCB,MN,2015,473,Minnesota,89.33099915,119,3292766
TEPRB,MN,2015,471848,Minnesota,89.33099915,119,3292766
TETCB,MN,2015,1813635,Minnesota,89.33099915,119,3292766
WDEXB,MN,2015,0,Minnesota,89.33099915,119,3292766
WDPRB,MN,2015,65241,Minnesota,89.33099915,119,3292766
WDTCB,MN,2015,65241,Minnesota,89.33099915,119,3292766
WSTCB,MN,2015,14129,Minnesota,89.33099915,119,3292766
WWPRB,MN,2015,79370,Minnesota,89.33099915,119,3292766
WYTCB,MN,2015,91129,Minnesota,89.33099915,119,3292766
BDFDB,MO,2015,17585,Missouri,124.7473311,619,7036095
BDPRP,MO,2015,3237,Missouri,124.7473311,619,7036095
BFFDB,MO,2015,54724,Missouri,124.7473311,619,7036095
BFPRP,MO,2015,9743,Missouri,124.7473311,619,7036095
CLPRB,MO,2015,3178,Missouri,124.7473311,619,7036095
CLPRK,MO,2015,22.992,Missouri,124.7473311,619,7036095
CLPRP,MO,2015,138,Missouri,124.7473311,619,7036095
COPRK,MO,2015,5.717,Missouri,124.7473311,619,7036095
EMFDB,MO,2015,37139,Missouri,124.7473311,619,7036095
ENPRP,MO,2015,6506,Missouri,124.7473311,619,7036095
GETCB,MO,2015,352,Missouri,124.7473311,619,7036095
HYTCB,MO,2015,14864,Missouri,124.7473311,619,7036095
NCPRB,MO,2015,26386,Missouri,124.7473311,619,7036095
NGMPB,MO,2015,1,Missouri,124.7473311,619,7036095
NGMPK,MO,2015,1.012,Missouri,124.7473311,619,7036095
NGMPP,MO,2015,1,Missouri,124.7473311,619,7036095
NUETB,MO,2015,109182,Missouri,124.7473311,619,7036095
PAPRB,MO,2015,852,Missouri,124.7473311,619,7036095
PAPRP,MO,2015,149,Missouri,124.7473311,619,7036095
REPRB,MO,2015,105635,Missouri,124.7473311,619,7036095
SOTCB,MO,2015,1542,Missouri,124.7473311,619,7036095
TEPRB,MO,2015,218848,Missouri,124.7473311,619,7036095
TETCB,MO,2015,1831407,Missouri,124.7473311,619,7036095
WDEXB,MO,2015,0,Missouri,124.7473311,619,7036095
WDPRB,MO,2015,22108,Missouri,124.7473311,619,7036095
WDTCB,MO,2015,22108,Missouri,124.7473311,619,7036095
WSTCB,MO,2015,2417,Missouri,124.7473311,619,7036095
WWPRB,MO,2015,24526,Missouri,124.7473311,619,7036095
WYTCB,MO,2015,9627,Missouri,124.7473311,619,7036095
BDFDB,MS,2015,1898,Mississippi,61.29692129,403,3710526
BDPRP,MS,2015,349,Mississippi,61.29692129,403,3710526
BFFDB,MS,2015,5911,Mississippi,61.29692129,403,3710526
BFPRP,MS,2015,1052,Mississippi,61.29692129,403,3710526
CLPRB,MS,2015,34528,Mississippi,61.29692129,403,3710526
CLPRK,MS,2015,10.984,Mississippi,61.29692129,403,3710526
CLPRP,MS,2015,3143,Mississippi,61.29692129,403,3710526
COPRK,MS,2015,5.717,Mississippi,61.29692129,403,3710526
EMFDB,MS,2015,4012,Mississippi,61.29692129,403,3710526
ENPRP,MS,2015,703,Mississippi,61.29692129,403,3710526
GETCB,MS,2015,958,Mississippi,61.29692129,403,3710526
HYTCB,MS,2015,0,Mississippi,61.29692129,403,3710526
NCPRB,MS,2015,988,Mississippi,61.29692129,403,3710526
NGMPB,MS,2015,60476,Mississippi,61.29692129,403,3710526
NGMPK,MS,2015,1.039,Mississippi,61.29692129,403,3710526
NGMPP,MS,2015,58181,Mississippi,61.29692129,403,3710526
NUETB,MS,2015,122511,Mississippi,61.29692129,403,3710526
PAPRB,MS,2015,142485,Mississippi,61.29692129,403,3710526
PAPRP,MS,2015,24923,Mississippi,61.29692129,403,3710526
REPRB,MS,2015,60419,Mississippi,61.29692129,403,3710526
SOTCB,MS,2015,29,Mississippi,61.29692129,403,3710526
TEPRB,MS,2015,420420,Mississippi,61.29692129,403,3710526
TETCB,MS,2015,1085042,Mississippi,61.29692129,403,3710526
WDEXB,MS,2015,0,Mississippi,61.29692129,403,3710526
WDPRB,MS,2015,51479,Mississippi,61.29692129,403,3710526
WDTCB,MS,2015,51479,Mississippi,61.29692129,403,3710526
WSTCB,MS,2015,2042,Mississippi,61.29692129,403,3710526
WWPRB,MS,2015,53521,Mississippi,61.29692129,403,3710526
WYTCB,MS,2015,0,Mississippi,61.29692129,403,3710526
BDFDB,MT,2015,0,Montana,32.53164542,94,896759
BDPRP,MT,2015,0,Montana,32.53164542,94,896759
BFFDB,MT,2015,0,Montana,32.53164542,94,896759
BFPRP,MT,2015,0,Montana,32.53164542,94,896759
CLPRB,MT,2015,746222,Montana,32.53164542,94,896759
CLPRK,MT,2015,17.825,Montana,32.53164542,94,896759
CLPRP,MT,2015,41864,Montana,32.53164542,94,896759
COPRK,MT,2015,5.717,Montana,32.53164542,94,896759
EMFDB,MT,2015,0,Montana,32.53164542,94,896759
ENPRP,MT,2015,0,Montana,32.53164542,94,896759
GETCB,MT,2015,337,Montana,32.53164542,94,896759
HYTCB,MT,2015,92144,Montana,32.53164542,94,896759
NCPRB,MT,2015,110876,Montana,32.53164542,94,896759
NGMPB,MT,2015,55943,Montana,32.53164542,94,896759
NGMPK,MT,2015,1.089,Montana,32.53164542,94,896759
NGMPP,MT,2015,51356,Montana,32.53164542,94,896759
NUETB,MT,2015,0,Montana,32.53164542,94,896759
PAPRB,MT,2015,163249,Montana,32.53164542,94,896759
PAPRP,MT,2015,28555,Montana,32.53164542,94,896759
REPRB,MT,2015,125018,Montana,32.53164542,94,896759
SOTCB,MT,2015,85,Montana,32.53164542,94,896759
TEPRB,MT,2015,1090432,Montana,32.53164542,94,896759
TETCB,MT,2015,403641,Montana,32.53164542,94,896759
WDEXB,MT,2015,0,Montana,32.53164542,94,896759
WDPRB,MT,2015,13759,Montana,32.53164542,94,896759
WDTCB,MT,2015,13759,Montana,32.53164542,94,896759
WSTCB,MT,2015,383,Montana,32.53164542,94,896759
WWPRB,MT,2015,14143,Montana,32.53164542,94,896759
WYTCB,MT,2015,18309,Montana,32.53164542,94,896759
BDFDB,NC,2015,256,North Carolina,124.7782841,232,202376181
BDPRP,NC,2015,47,North Carolina,124.7782841,232,202376181
BFFDB,NC,2015,256,North Carolina,124.7782841,232,202376181
BFPRP,NC,2015,47,North Carolina,124.7782841,232,202376181
CLPRB,NC,2015,0,North Carolina,124.7782841,232,202376181
CLPRK,NC,2015,0,North Carolina,124.7782841,232,202376181
CLPRP,NC,2015,0,North Carolina,124.7782841,232,202376181
COPRK,NC,2015,0,North Carolina,124.7782841,232,202376181
EMFDB,NC,2015,0,North Carolina,124.7782841,232,202376181
ENPRP,NC,2015,0,North Carolina,124.7782841,232,202376181
GETCB,NC,2015,967,North Carolina,124.7782841,232,202376181
HYTCB,NC,2015,44191,North Carolina,124.7782841,232,202376181
NCPRB,NC,2015,59028,North Carolina,124.7782841,232,202376181
NGMPB,NC,2015,0,North Carolina,124.7782841,232,202376181
NGMPK,NC,2015,0,North Carolina,124.7782841,232,202376181
NGMPP,NC,2015,0,North Carolina,124.7782841,232,202376181
NUETB,NC,2015,440248,North Carolina,124.7782841,232,202376181
PAPRB,NC,2015,0,North Carolina,124.7782841,232,202376181
PAPRP,NC,2015,0,North Carolina,124.7782841,232,202376181
REPRB,NC,2015,170008,North Carolina,124.7782841,232,202376181
SOTCB,NC,2015,13870,North Carolina,124.7782841,232,202376181
TEPRB,NC,2015,610256,North Carolina,124.7782841,232,202376181
TETCB,NC,2015,2595919,North Carolina,124.7782841,232,202376181
WDEXB,NC,2015,0,North Carolina,124.7782841,232,202376181
WDPRB,NC,2015,101592,North Carolina,124.7782841,232,202376181
WDTCB,NC,2015,101592,North Carolina,124.7782841,232,202376181
WSTCB,NC,2015,9132,North Carolina,124.7782841,232,202376181
WWPRB,NC,2015,110724,North Carolina,124.7782841,232,202376181
WYTCB,NC,2015,0,North Carolina,124.7782841,232,202376181
BDFDB,ND,2015,8545,North Dakota,57.9230603,16,420940
BDPRP,ND,2015,1573,North Dakota,57.9230603,16,420940
BFFDB,ND,2015,57786,North Dakota,57.9230603,16,420940
BFPRP,ND,2015,10199,North Dakota,57.9230603,16,420940
CLPRB,ND,2015,392183,North Dakota,57.9230603,16,420940
CLPRK,ND,2015,13.617,North Dakota,57.9230603,16,420940
CLPRP,ND,2015,28802,North Dakota,57.9230603,16,420940
COPRK,ND,2015,5.717,North Dakota,57.9230603,16,420940
EMFDB,ND,2015,49241,North Dakota,57.9230603,16,420940
ENPRP,ND,2015,8626,North Dakota,57.9230603,16,420940
GETCB,ND,2015,978,North Dakota,57.9230603,16,420940
HYTCB,ND,2015,19516,North Dakota,57.9230603,16,420940
NCPRB,ND,2015,81127,North Dakota,57.9230603,16,420940
NGMPB,ND,2015,678977,North Dakota,57.9230603,16,420940
NGMPK,ND,2015,1.44,North Dakota,57.9230603,16,420940
NGMPP,ND,2015,471360,North Dakota,57.9230603,16,420940
NUETB,ND,2015,0,North Dakota,57.9230603,16,420940
PAPRB,ND,2015,2456200,North Dakota,57.9230603,16,420940
PAPRP,ND,2015,429631,North Dakota,57.9230603,16,420940
REPRB,ND,2015,141748,North Dakota,57.9230603,16,420940
SOTCB,ND,2015,7,North Dakota,57.9230603,16,420940
TEPRB,ND,2015,3669109,North Dakota,57.9230603,16,420940
TETCB,ND,2015,608353,North Dakota,57.9230603,16,420940
WDEXB,ND,2015,0,North Dakota,57.9230603,16,420940
WDPRB,ND,2015,865,North Dakota,57.9230603,16,420940
WDTCB,ND,2015,865,North Dakota,57.9230603,16,420940
WSTCB,ND,2015,1971,North Dakota,57.9230603,16,420940
WWPRB,ND,2015,2835,North Dakota,57.9230603,16,420940
WYTCB,ND,2015,60627,North Dakota,57.9230603,16,420940
BDFDB,NE,2015,126,Nebraska,50.71057586,247,3396859
BDPRP,NE,2015,23,Nebraska,50.71057586,247,3396859
BFFDB,NE,2015,266404,Nebraska,50.71057586,247,3396859
BFPRP,NE,2015,46669,Nebraska,50.71057586,247,3396859
CLPRB,NE,2015,0,Nebraska,50.71057586,247,3396859
CLPRK,NE,2015,0,Nebraska,50.71057586,247,3396859
CLPRP,NE,2015,0,Nebraska,50.71057586,247,3396859
COPRK,NE,2015,5.717,Nebraska,50.71057586,247,3396859
EMFDB,NE,2015,266278,Nebraska,50.71057586,247,3396859
ENPRP,NE,2015,46646,Nebraska,50.71057586,247,3396859
GETCB,NE,2015,1212,Nebraska,50.71057586,247,3396859
HYTCB,NE,2015,15702,Nebraska,50.71057586,247,3396859
NCPRB,NE,2015,46594,Nebraska,50.71057586,247,3396859
NGMPB,NE,2015,504,Nebraska,50.71057586,247,3396859
NGMPK,NE,2015,1.057,Nebraska,50.71057586,247,3396859
NGMPP,NE,2015,477,Nebraska,50.71057586,247,3396859
